Data,Produto,Categoria,Quantidade,Tipo,Valor Unitário,Custo,Canal de Venda,Método de Pagamento,Estado,Município
2010-04-23 12:18:24,Mouse Razer,Mouse,1,Venda,618.59,463.08,Distribuidor,A Vista,RS,Jóia
2010-04-26 09:06:48,Computador HP,Computador,4,Venda,9261.35,4202.84,Distribuidor,Boleto,MA,Zé Doca
2010-04-26 09:22:16,HD Externo SanDisk,Armazenamento,2,Venda,446.34,336.29,Online,Cartão de Crédito,PR,Fazenda Rio Grande
2010-04-26 09:35:24,HD Externo Adata,Armazenamento,4,Compra,413.94,187.88,Online,Boleto,RJ,São José do Vale do Rio Preto
2010-04-26 10:57:46,Notebook Samsung,Notebook,1,Compra,2395.92,965.51,Distribuidor,Transferência Bancária,PR,Fazenda Rio Grande
2010-04-26 11:23:40,HD Externo SanDisk,Armazenamento,5,Compra,440.06,344.96,Distribuidor,Transferência Bancária,SC,Tunápolis
2010-04-26 11:44:19,Notebook Dell,Notebook,4,Compra,1373.55,459.64,Online,Transferência Bancária,BA,Jaborandi
2010-04-26 12:33:40,Notebook Samsung,Notebook,4,Compra,1682.41,1079.82,Online,Cartão de Crédito,PI,Alagoinha do Piauí
2010-04-26 14:03:07,Mouse Redragon,Mouse,2,Venda,285.29,166.19,Online,Boleto,PA,Mojuí dos Campos
2010-04-26 14:33:49,Mouse Redragon,Mouse,1,Compra,1117.14,788.16,Loja Física,Boleto,MG,Itaú de Minas
2010-04-27 11:27:34,Computador HP,Computador,2,Venda,3274.18,2302.81,Loja Física,Cartão de Crédito,MA,Zé Doca
2010-04-27 15:39:31,Monitor LG,Monitor,1,Compra,1643.26,517.55,Distribuidor,Cartão de Crédito,MT,Nova Mutum
2010-04-27 16:39:36,Impressora Brother,Impressora,5,Venda,1189.43,998.53,Online,Transferência Bancária,RJ,São José do Vale do Rio Preto
2010-04-28 13:16:10,Computador Dell,Computador,5,Compra,9475.13,2844.04,Online,Boleto,RN,Baraúna
2010-04-28 16:38:09,HD Externo Adata,Armazenamento,1,Compra,179.25,120.46,Online,Transferência Bancária,PE,Fernando de Noronha
2010-04-29 11:04:49,Computador HP,Computador,5,Venda,2611.67,1597.15,Distribuidor,Boleto,CE,Quiterianópolis
2010-04-29 12:16:49,Impressora Epson,Impressora,4,Compra,1430.79,956.05,Loja Física,Boleto,MA,Zé Doca
2010-04-30 15:05:53,Monitor Asus ROG,Monitor,3,Venda,2291.16,1568.4,Online,Boleto,CE,Quiterianópolis
2010-05-03 09:03:23,Monitor Dell,Monitor,3,Compra,2268.63,830.35,Distribuidor,A Vista,AL,Senador Rui Palmeira
2010-05-03 09:09:59,Mouse Logitech,Mouse,5,Compra,820.49,292.21,Loja Física,Boleto,PI,Alagoinha do Piauí
2010-05-03 09:36:18,Mouse C3Teck,Mouse,4,Compra,627.9,222.38,Loja Física,Cartão de Crédito,DF,Brasília
2010-05-03 11:26:38,Teclado Corsair,Teclado,4,Venda,900.04,609.77,Online,Boleto,AM,Tonantins
2010-05-03 16:03:16,Teclado Corsair,Teclado,5,Venda,1139.94,736.78,Distribuidor,Transferência Bancária,RR,São Luiz
2010-05-03 16:44:04,Teclado Corsair,Teclado,3,Venda,1270.42,508.93,Loja Física,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2010-05-04 09:53:45,Computador Apple,Computador,2,Venda,8804.35,5178.41,Distribuidor,Transferência Bancária,BA,Jaborandi
2010-05-04 15:14:19,Monitor LG,Monitor,1,Compra,1950.94,601.69,Loja Física,Cartão de Crédito,TO,Palmas
2010-05-04 16:07:48,HD Externo Adata,Armazenamento,2,Compra,228.29,181.84,Loja Física,A Vista,TO,Palmas
2010-05-05 13:04:40,Mouse C3Teck,Mouse,3,Venda,889.81,275.54,Online,Cartão de Crédito,MS,Juti
2010-05-05 14:41:16,Mouse Razer,Mouse,2,Compra,875.1,629.06,Online,A Vista,MG,Itaú de Minas
2010-05-05 16:55:06,Monitor LG,Monitor,5,Venda,2215.05,798.12,Distribuidor,A Vista,CE,Quiterianópolis
2010-05-06 09:35:01,Notebook Dell,Notebook,2,Compra,1097.99,890.34,Loja Física,Transferência Bancária,AM,Tonantins
2010-05-10 10:48:39,Monitor BenQ,Monitor,3,Compra,1872.28,1388.39,Distribuidor,Cartão de Crédito,RR,São Luiz
2010-05-10 11:57:07,Impressora HP,Impressora,3,Compra,1363.6,790.05,Loja Física,A Vista,MT,Nova Mutum
2010-05-10 12:31:15,Mouse Razer,Mouse,3,Venda,1117.85,904.06,Loja Física,Transferência Bancária,PA,Mojuí dos Campos
2010-05-10 13:20:05,Teclado Corsair,Teclado,3,Venda,1137.58,782.4,Loja Física,Cartão de Crédito,AL,Senador Rui Palmeira
2010-05-10 14:11:45,Impressora HP,Impressora,3,Venda,1471.14,1083.61,Distribuidor,Transferência Bancária,GO,Rio Quente
2010-05-10 15:34:54,Impressora Brother,Impressora,4,Venda,579.95,216.71,Loja Física,Transferência Bancária,SE,Umbaúba
2010-05-10 15:40:57,Teclado Radragon,Teclado,3,Venda,1218.35,706.65,Distribuidor,Cartão de Crédito,SC,Tunápolis
2010-05-11 15:06:28,Teclado Radragon,Teclado,1,Compra,1220.02,759.66,Loja Física,A Vista,MS,Juti
2010-05-14 09:05:12,HD Externo Adata,Armazenamento,1,Compra,439.6,318.37,Distribuidor,A Vista,RS,Jóia
2010-05-14 13:47:01,Notebook Lenovo,Notebook,4,Venda,1390.01,546.01,Loja Física,A Vista,MA,Zé Doca
2010-05-14 15:13:47,Notebook Asus,Notebook,2,Venda,3114.97,1510.9,Distribuidor,Boleto,ES,Governador Lindenberg
2010-05-17 09:57:42,Impressora Samsung,Impressora,5,Venda,671.65,337.22,Distribuidor,A Vista,GO,Rio Quente
2010-05-17 13:09:06,Notebook Dell,Notebook,3,Compra,1794.25,1286.72,Loja Física,Boleto,ES,Governador Lindenberg
2010-05-17 13:57:54,Mouse Multilaser,Mouse,3,Compra,597.56,505.31,Loja Física,Boleto,RS,Jóia
2010-05-18 11:39:11,Teclado Corsair,Teclado,5,Compra,1146.99,714.11,Online,A Vista,RN,Baraúna
2010-05-18 16:39:27,Notebook Acer,Notebook,4,Venda,2127.56,1179.29,Distribuidor,Boleto,SE,Umbaúba
2010-05-20 09:56:05,Monitor LG,Monitor,5,Compra,2287.19,1933.71,Loja Física,Transferência Bancária,SE,Umbaúba
2010-05-20 14:04:14,Impressora Brother,Impressora,4,Venda,1115.29,684.42,Distribuidor,Boleto,CE,Quiterianópolis
2010-05-20 16:36:03,Mouse Redragon,Mouse,2,Venda,387.22,305.14,Online,Transferência Bancária,TO,Palmas
2010-05-21 10:13:29,Monitor Asus ROG,Monitor,3,Compra,2125.87,1662.03,Loja Física,Boleto,TO,Palmas
2010-05-24 09:22:04,Monitor BenQ,Monitor,5,Compra,1475.3,1225.66,Loja Física,Transferência Bancária,DF,Brasília
2010-05-24 12:52:51,HD Externo Western Digital,Armazenamento,5,Venda,355.64,170.39,Loja Física,Transferência Bancária,AP,Pracuúba
2010-05-24 13:35:50,Monitor Dell,Monitor,2,Compra,1896.89,1007.5,Loja Física,Boleto,ES,Governador Lindenberg
2010-05-24 14:26:06,Impressora HP,Impressora,3,Venda,775.48,533.33,Loja Física,Boleto,CE,Quiterianópolis
2010-05-24 15:19:14,Notebook Samsung,Notebook,5,Venda,2174.04,771.49,Loja Física,Transferência Bancária,CE,Quiterianópolis
2010-05-24 15:30:32,HD Externo Seagate,Armazenamento,4,Venda,200.56,114.89,Distribuidor,Cartão de Crédito,PR,Fazenda Rio Grande
2010-05-24 16:25:51,Teclado Corsair,Teclado,2,Compra,456.04,233.1,Online,Transferência Bancária,RS,Jóia
2010-05-25 09:17:46,Monitor BenQ,Monitor,4,Venda,1563.17,1161.11,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2010-05-25 14:22:35,Computador Lenovo,Computador,1,Compra,12537.85,8641.24,Distribuidor,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2010-05-26 09:43:21,Mouse Redragon,Mouse,2,Compra,1044.8,726.3,Online,Transferência Bancária,AC,Santa Rosa do Purus
2010-05-26 11:21:33,Notebook Lenovo,Notebook,1,Venda,1577.17,652.03,Distribuidor,Transferência Bancária,AL,Senador Rui Palmeira
2010-05-26 16:11:44,Teclado Radragon,Teclado,3,Venda,790.49,380.03,Loja Física,Cartão de Crédito,RO,Corumbiara
2010-05-26 16:42:15,Monitor AOC,Monitor,5,Venda,1154.98,396.37,Online,Transferência Bancária,ES,Governador Lindenberg
2010-05-27 13:33:54,Teclado Logitech,Teclado,3,Venda,281.46,154.09,Distribuidor,Boleto,AL,Senador Rui Palmeira
2010-05-27 13:50:37,Mouse Razer,Mouse,1,Venda,515.38,222.02,Loja Física,Transferência Bancária,PR,Fazenda Rio Grande
2010-05-31 09:11:58,Notebook Samsung,Notebook,2,Compra,979.62,542.96,Loja Física,Cartão de Crédito,RR,São Luiz
2010-05-31 09:23:33,Monitor AOC,Monitor,2,Venda,773.46,579.62,Distribuidor,Cartão de Crédito,CE,Quiterianópolis
2010-05-31 11:14:25,Notebook Asus,Notebook,4,Compra,728.87,481.92,Loja Física,Cartão de Crédito,CE,Quiterianópolis
2010-05-31 15:25:40,Notebook Samsung,Notebook,4,Venda,3277.08,2049.16,Online,Transferência Bancária,PR,Fazenda Rio Grande
2010-05-31 16:57:23,HD Externo Seagate,Armazenamento,3,Compra,394.35,137.58,Distribuidor,A Vista,TO,Palmas
2010-06-01 10:39:14,Mouse Logitech,Mouse,5,Compra,778.11,447.01,Online,Cartão de Crédito,AC,Santa Rosa do Purus
2010-06-01 12:02:35,Teclado Radragon,Teclado,1,Venda,292.7,193.27,Loja Física,Cartão de Crédito,MG,Itaú de Minas
2010-06-01 14:47:29,Impressora Epson,Impressora,4,Venda,1569.39,948.07,Online,Transferência Bancária,TO,Palmas
2010-06-02 14:43:22,Notebook Dell,Notebook,1,Venda,2921.72,1852.23,Online,A Vista,RS,Jóia
2010-06-03 13:19:12,Impressora HP,Impressora,5,Venda,1202.49,714.3,Loja Física,A Vista,PB,Várzea
2010-06-04 10:15:39,HD Externo Seagate,Armazenamento,4,Venda,494.65,229.28,Loja Física,Transferência Bancária,PA,Mojuí dos Campos
2010-06-04 10:31:27,Teclado Microsoft,Teclado,3,Venda,1182.95,381.44,Loja Física,A Vista,AP,Pracuúba
2010-06-04 12:36:25,Notebook Acer,Notebook,3,Compra,1896.39,1432.97,Online,Cartão de Crédito,RO,Corumbiara
2010-06-07 09:11:26,Notebook Samsung,Notebook,4,Compra,2813.32,1570.26,Loja Física,A Vista,MS,Juti
2010-06-07 10:29:01,Impressora Brother,Impressora,3,Compra,1245.79,591.51,Distribuidor,Boleto,RJ,São José do Vale do Rio Preto
2010-06-07 10:53:27,Impressora HP,Impressora,5,Venda,1297.91,800.7,Distribuidor,Transferência Bancária,MS,Juti
2010-06-07 11:13:12,Impressora Samsung,Impressora,4,Compra,1482.83,979.84,Loja Física,Transferência Bancária,MS,Juti
2010-06-07 12:29:56,Notebook Dell,Notebook,1,Venda,2474.56,834.15,Online,A Vista,PR,Fazenda Rio Grande
2010-06-07 16:56:15,Notebook Dell,Notebook,4,Venda,2576.25,1409.97,Loja Física,A Vista,RO,Corumbiara
2010-06-08 09:50:52,Teclado Corsair,Teclado,1,Compra,860.21,694.58,Distribuidor,Boleto,BA,Jaborandi
2010-06-09 12:00:43,HD Externo Western Digital,Armazenamento,1,Venda,232.04,160.84,Loja Física,Cartão de Crédito,PB,Várzea
2010-06-09 12:22:51,HD Externo SanDisk,Armazenamento,3,Compra,503.65,420.63,Loja Física,Cartão de Crédito,SC,Tunápolis
2010-06-09 13:59:04,Monitor AOC,Monitor,5,Compra,1311.05,417.7,Distribuidor,A Vista,SP,Vargem Grande Paulista
2010-06-11 10:12:09,Monitor AOC,Monitor,3,Compra,1670.34,763.87,Online,A Vista,AP,Pracuúba
2010-06-11 12:30:23,Monitor Asus ROG,Monitor,4,Compra,1001.21,325.9,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2010-06-11 13:29:23,Mouse Logitech,Mouse,1,Venda,1136.6,892.11,Distribuidor,Transferência Bancária,PR,Fazenda Rio Grande
2010-06-14 09:12:26,Monitor BenQ,Monitor,3,Compra,982.84,730.33,Loja Física,Cartão de Crédito,SP,Vargem Grande Paulista
2010-06-14 09:39:20,Mouse Logitech,Mouse,3,Compra,1037.71,590.62,Distribuidor,Boleto,MT,Nova Mutum
2010-06-14 11:26:37,Mouse Razer,Mouse,4,Compra,1168.31,950.29,Loja Física,Cartão de Crédito,ES,Governador Lindenberg
2010-06-14 12:53:29,Notebook Dell,Notebook,5,Venda,2326.47,1091.33,Distribuidor,Transferência Bancária,PE,Fernando de Noronha
2010-06-14 14:07:36,Notebook Asus,Notebook,5,Compra,970.91,449.48,Loja Física,Boleto,PA,Mojuí dos Campos
2010-06-14 15:38:23,Mouse Razer,Mouse,4,Venda,773.67,489.47,Loja Física,Boleto,PR,Fazenda Rio Grande
2010-06-14 16:06:13,Computador Dell,Computador,2,Compra,7304.52,5884.65,Online,Cartão de Crédito,RR,São Luiz
2010-06-14 16:50:26,HD Externo Seagate,Armazenamento,1,Venda,321.26,181.82,Distribuidor,A Vista,ES,Governador Lindenberg
2010-06-15 13:24:04,Monitor LG,Monitor,1,Venda,1007.97,746.07,Distribuidor,Cartão de Crédito,DF,Brasília
2010-06-16 13:34:13,Monitor Asus ROG,Monitor,2,Venda,1543.26,483.6,Loja Física,Boleto,AM,Tonantins
2010-06-17 15:56:32,Monitor Dell,Monitor,4,Compra,1398.32,654.31,Distribuidor,Transferência Bancária,AM,Tonantins
2010-06-17 16:26:56,Impressora Samsung,Impressora,5,Compra,1737.38,746.17,Online,Cartão de Crédito,AM,Tonantins
2010-06-18 09:37:26,Computador Apple,Computador,1,Compra,6302.57,2361.13,Loja Física,Cartão de Crédito,RR,São Luiz
2010-06-18 13:16:23,Mouse Multilaser,Mouse,1,Compra,377.81,230.86,Loja Física,A Vista,MA,Zé Doca
2010-06-18 13:20:35,Monitor BenQ,Monitor,1,Compra,1639.32,1136.62,Distribuidor,Transferência Bancária,MA,Zé Doca
2010-06-18 14:20:32,Impressora Epson,Impressora,3,Venda,1347.13,950.16,Loja Física,Cartão de Crédito,PB,Várzea
2010-06-21 09:02:51,Teclado Microsoft,Teclado,1,Venda,674.69,477.11,Online,A Vista,SP,Vargem Grande Paulista
2010-06-21 11:05:59,Computador Lenovo,Computador,4,Compra,8156.4,5643.61,Distribuidor,Boleto,RJ,São José do Vale do Rio Preto
2010-06-21 15:44:17,Mouse Logitech,Mouse,3,Venda,210.46,123.4,Distribuidor,Boleto,RR,São Luiz
2010-06-21 16:07:54,Computador HP,Computador,2,Compra,6019.42,2318.75,Online,Transferência Bancária,MT,Nova Mutum
2010-06-21 16:36:46,Notebook Acer,Notebook,3,Compra,2754.5,1407.35,Loja Física,Transferência Bancária,RJ,São José do Vale do Rio Preto
2010-06-22 11:05:25,Impressora Samsung,Impressora,5,Venda,1222.2,859.64,Loja Física,Cartão de Crédito,AL,Senador Rui Palmeira
2010-06-22 14:34:44,Computador Apple,Computador,4,Venda,10225.97,6550.64,Online,Boleto,BA,Jaborandi
2010-06-22 15:06:57,Notebook Lenovo,Notebook,5,Venda,645.49,337.18,Loja Física,Boleto,AM,Tonantins
2010-06-24 16:04:22,Notebook Samsung,Notebook,5,Compra,2764.19,1090.82,Loja Física,Boleto,MS,Juti
2010-06-24 16:09:54,HD Externo Western Digital,Armazenamento,5,Venda,417.41,242.06,Online,Cartão de Crédito,RN,Baraúna
2010-06-25 12:09:13,Computador Apple,Computador,5,Compra,11229.49,5569.56,Distribuidor,Cartão de Crédito,PE,Fernando de Noronha
2010-06-25 16:14:05,Monitor BenQ,Monitor,1,Compra,1003.86,531.63,Distribuidor,Boleto,AC,Santa Rosa do Purus
2010-06-28 10:04:19,Teclado Corsair,Teclado,5,Compra,1298.04,466.9,Loja Física,Cartão de Crédito,MS,Juti
2010-06-28 10:09:52,Notebook Asus,Notebook,3,Venda,2614.18,945.24,Distribuidor,A Vista,SC,Tunápolis
2010-06-28 10:36:34,Impressora Samsung,Impressora,1,Compra,349.19,239.53,Loja Física,Transferência Bancária,MS,Juti
2010-06-28 10:53:03,Monitor Samsung,Monitor,3,Venda,1656.96,1078.22,Distribuidor,Boleto,SP,Vargem Grande Paulista
2010-06-28 11:28:13,Mouse Redragon,Mouse,4,Compra,1044.48,755.81,Loja Física,Transferência Bancária,MS,Juti
2010-06-28 12:36:49,Computador Apple,Computador,5,Venda,7602.23,6118.93,Loja Física,A Vista,PB,Várzea
2010-06-28 12:56:56,Mouse Redragon,Mouse,3,Compra,1002.66,324.11,Loja Física,Transferência Bancária,MA,Zé Doca
2010-06-28 13:50:09,Notebook Lenovo,Notebook,4,Compra,2090.07,1727.24,Loja Física,Transferência Bancária,RJ,São José do Vale do Rio Preto
2010-06-28 16:30:58,Computador Dell,Computador,3,Compra,12683.55,8582.63,Online,Cartão de Crédito,CE,Quiterianópolis
2010-06-30 10:15:46,Computador HP,Computador,3,Venda,7357.66,5368.05,Distribuidor,A Vista,PE,Fernando de Noronha
2010-06-30 12:03:48,Notebook Acer,Notebook,3,Compra,2072.4,1659.08,Loja Física,Cartão de Crédito,PR,Fazenda Rio Grande
2010-06-30 15:22:36,HD Externo Adata,Armazenamento,3,Compra,143.02,55.43,Loja Física,Boleto,RN,Baraúna
2010-07-01 12:39:44,HD Externo Seagate,Armazenamento,3,Compra,215.52,173.01,Loja Física,Cartão de Crédito,AP,Pracuúba
2010-07-01 13:28:13,Impressora HP,Impressora,2,Venda,336.97,169.97,Loja Física,Boleto,PB,Várzea
2010-07-01 15:56:25,Monitor BenQ,Monitor,3,Compra,1080.45,600.79,Distribuidor,Boleto,RR,São Luiz
2010-07-02 10:21:50,HD Externo Seagate,Armazenamento,1,Compra,245.03,176.91,Loja Física,Transferência Bancária,TO,Palmas
2010-07-02 11:46:51,Mouse Redragon,Mouse,1,Venda,566.78,189.86,Loja Física,Transferência Bancária,RJ,São José do Vale do Rio Preto
2010-07-02 16:26:08,HD Externo Adata,Armazenamento,3,Compra,577.07,229.4,Loja Física,Transferência Bancária,RS,Jóia
2010-07-05 09:07:27,HD Externo SanDisk,Armazenamento,1,Venda,350.29,115.02,Online,Transferência Bancária,TO,Palmas
2010-07-05 09:15:19,Teclado Logitech,Teclado,1,Venda,530.54,395.57,Loja Física,Cartão de Crédito,AL,Senador Rui Palmeira
2010-07-05 09:20:46,Impressora HP,Impressora,1,Compra,1069.16,516.81,Distribuidor,A Vista,SE,Umbaúba
2010-07-05 09:48:18,Teclado Logitech,Teclado,1,Venda,1068.94,880.63,Online,A Vista,PA,Mojuí dos Campos
2010-07-05 11:41:44,Monitor AOC,Monitor,5,Compra,1204.18,812.81,Distribuidor,Transferência Bancária,TO,Palmas
2010-07-05 12:19:40,HD Externo Seagate,Armazenamento,2,Venda,244.01,176.03,Online,A Vista,SP,Vargem Grande Paulista
2010-07-05 12:31:58,Monitor Samsung,Monitor,4,Venda,2016.34,1079.32,Online,Boleto,TO,Palmas
2010-07-05 15:08:05,Computador Dell,Computador,1,Venda,2689.7,1941.55,Loja Física,Transferência Bancária,RO,Corumbiara
2010-07-05 15:23:23,Monitor LG,Monitor,5,Compra,1348.65,1050.97,Distribuidor,Boleto,PE,Fernando de Noronha
2010-07-05 16:30:59,Notebook Acer,Notebook,2,Venda,2846.41,958.46,Distribuidor,Boleto,MS,Juti
2010-07-06 11:58:57,Impressora Samsung,Impressora,3,Compra,994.99,702.19,Distribuidor,A Vista,CE,Quiterianópolis
2010-07-08 10:57:13,Monitor LG,Monitor,2,Venda,1052.8,414.81,Loja Física,Transferência Bancária,MG,Itaú de Minas
2010-07-12 09:26:19,Impressora Epson,Impressora,3,Venda,734.58,436.29,Online,Boleto,DF,Brasília
2010-07-12 09:38:27,HD Externo Western Digital,Armazenamento,1,Compra,300.2,144.66,Online,Cartão de Crédito,PE,Fernando de Noronha
2010-07-12 10:32:28,Mouse Logitech,Mouse,2,Venda,727.87,357.84,Loja Física,A Vista,CE,Quiterianópolis
2010-07-12 13:55:23,Impressora Brother,Impressora,2,Compra,738.58,417.19,Distribuidor,Cartão de Crédito,AP,Pracuúba
2010-07-12 14:03:49,HD Externo SanDisk,Armazenamento,4,Venda,376.03,207.39,Distribuidor,Boleto,RO,Corumbiara
2010-07-12 14:52:24,Monitor Asus ROG,Monitor,2,Venda,1314.98,723.11,Loja Física,A Vista,AM,Tonantins
2010-07-12 15:07:53,Monitor BenQ,Monitor,4,Venda,1895.32,967.93,Online,Cartão de Crédito,MS,Juti
2010-07-12 16:30:16,HD Externo Seagate,Armazenamento,5,Compra,524.2,378.95,Loja Física,Cartão de Crédito,PR,Fazenda Rio Grande
2010-07-13 13:24:46,Teclado Corsair,Teclado,1,Venda,988.14,411.67,Distribuidor,A Vista,AM,Tonantins
2010-07-13 13:46:28,HD Externo Western Digital,Armazenamento,4,Venda,573.17,310.48,Loja Física,Cartão de Crédito,AP,Pracuúba
2010-07-13 13:52:39,Notebook Asus,Notebook,5,Compra,1621.03,760.25,Loja Física,Boleto,PI,Alagoinha do Piauí
2010-07-14 16:10:28,Notebook Samsung,Notebook,1,Compra,2904.67,2111.23,Loja Física,A Vista,PA,Mojuí dos Campos
2010-07-15 11:45:11,Mouse Redragon,Mouse,4,Compra,689.15,541.89,Loja Física,Cartão de Crédito,SC,Tunápolis
2010-07-15 12:32:34,Computador HP,Computador,5,Venda,7088.05,2494.03,Distribuidor,Boleto,RJ,São José do Vale do Rio Preto
2010-07-15 13:25:07,Mouse Redragon,Mouse,4,Venda,1144.8,519.29,Online,Boleto,CE,Quiterianópolis
2010-07-16 10:57:44,HD Externo Adata,Armazenamento,4,Venda,214.32,106.81,Distribuidor,Transferência Bancária,RS,Jóia
2010-07-19 09:20:47,Monitor Samsung,Monitor,1,Venda,1855.24,908.71,Loja Física,Cartão de Crédito,TO,Palmas
2010-07-19 13:38:16,Computador Apple,Computador,1,Compra,12890.28,5070.15,Online,A Vista,PR,Fazenda Rio Grande
2010-07-20 10:16:11,Impressora HP,Impressora,4,Venda,561.69,380.88,Distribuidor,Cartão de Crédito,AP,Pracuúba
2010-07-20 13:30:28,Impressora HP,Impressora,4,Compra,1675.85,664.57,Online,Cartão de Crédito,AM,Tonantins
2010-07-20 13:53:23,Computador Lenovo,Computador,5,Venda,10712.42,4153.09,Online,Transferência Bancária,SP,Vargem Grande Paulista
2010-07-21 13:34:18,Impressora Epson,Impressora,5,Venda,1313.25,726.76,Distribuidor,Boleto,MT,Nova Mutum
2010-07-22 09:10:07,Teclado Microsoft,Teclado,4,Venda,551.92,434.49,Distribuidor,Cartão de Crédito,AM,Tonantins
2010-07-22 13:43:23,HD Externo SanDisk,Armazenamento,5,Venda,114.86,96.18,Distribuidor,Boleto,TO,Palmas
2010-07-23 09:43:57,Monitor Dell,Monitor,5,Venda,2238.7,1237.19,Distribuidor,Cartão de Crédito,BA,Jaborandi
2010-07-23 10:25:56,Mouse Multilaser,Mouse,4,Compra,786.28,368.97,Distribuidor,A Vista,PI,Alagoinha do Piauí
2010-07-23 16:07:56,Mouse Redragon,Mouse,3,Compra,880.35,680.12,Loja Física,Boleto,MG,Itaú de Minas
2010-07-23 16:09:27,Monitor LG,Monitor,1,Venda,985.76,371.53,Loja Física,A Vista,MG,Itaú de Minas
2010-07-23 16:43:22,Impressora Epson,Impressora,5,Compra,637.1,209.78,Loja Física,Cartão de Crédito,AC,Santa Rosa do Purus
2010-07-23 16:50:45,HD Externo Seagate,Armazenamento,1,Venda,233.77,100.14,Online,Cartão de Crédito,PE,Fernando de Noronha
2010-07-26 09:19:08,Notebook Acer,Notebook,3,Compra,3016.1,1370.04,Distribuidor,Boleto,AC,Santa Rosa do Purus
2010-07-26 09:19:56,Computador Apple,Computador,5,Venda,3729.69,2682.59,Online,Cartão de Crédito,AM,Tonantins
2010-07-26 09:19:58,Monitor Asus ROG,Monitor,2,Compra,2042.48,743.07,Online,Cartão de Crédito,RS,Jóia
2010-07-26 10:47:36,Mouse C3Teck,Mouse,4,Venda,300.51,194.19,Online,A Vista,SP,Vargem Grande Paulista
2010-07-26 11:57:53,Computador HP,Computador,3,Compra,10129.7,3733.72,Online,Boleto,SE,Umbaúba
2010-07-26 12:38:12,Monitor LG,Monitor,4,Venda,1446.71,1085.46,Loja Física,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2010-07-26 13:41:17,HD Externo Western Digital,Armazenamento,4,Compra,323.64,230.81,Distribuidor,Transferência Bancária,RS,Jóia
2010-07-26 14:20:07,Notebook Samsung,Notebook,3,Venda,2458.48,1393.48,Online,A Vista,GO,Rio Quente
2010-07-26 14:31:31,Teclado Logitech,Teclado,4,Compra,1199.28,1001.28,Distribuidor,Boleto,PR,Fazenda Rio Grande
